WordID	Kanji	Onyomi	Kunyomi	English	JLPT Level	Category
1079	君		きみ	(informal) You (used by men towards women)	N4	Vocabulary
1080	決める		きめる	to decide	N4	Vocabulary
1081	気持ち		きもち	feeling,mood	N4	Vocabulary
1082	着物		きもの	kimono	N4	Vocabulary
1083	客		きゃく	guest,customer	N4	Vocabulary
1084	急		きゅう	urgent, steep	N4	Vocabulary
1085	急行		きゅうこう	speedy, express	N4	Vocabulary
1086	教育		きょういく	education	N4	Vocabulary
1087	教会		きょうかい	church	N4	Vocabulary
1088	競争		きょうそう	competition	N4	Vocabulary
1089	興味		きょうみ	an interest	N4	Vocabulary
1090	近所		きんじょ	neighbourhood	N4	Vocabulary
1091	具合		ぐあい	condition,health	N4	Vocabulary
1092	空気		くうき	air,atmosphere	N4	Vocabulary
1093	空港		くうこう	airport	N4	Vocabulary
1094	草		くさ	grass	N4	Vocabulary
1095			くださる	(respectful) to give	N4	Vocabulary
1096	首		くび	neck	N4	Vocabulary
1097	雲		くも	cloud	N4	Vocabulary
1098	比べる		くらべる	to compare	N4	Vocabulary
1099			くれる	to give	N4	Vocabulary
1100	暮れる		くれる	to get dark,to come to an end	N4	Vocabulary
1101	君		くん	suffix for familiar young male	N4	Vocabulary
1102	毛		け	hair or fur	N4	Vocabulary
1103	計画		けいかく・する	to plan	N4	Vocabulary
1104	経験		けいけん・する	to experience	N4	Vocabulary
1105	経済		けいざい	finance,economy	N4	Vocabulary
1106	警察		けいさつ	police	N4	Vocabulary
1107			ケーキ	cake	N4	Vocabulary
1108			けが・する	to injure	N4	Vocabulary
1109	景色		けしき	scene,landscape	N4	Vocabulary
1110	消しゴム		けしゴム	eraser	N4	Vocabulary
1111	下宿		げしゅく	lodging	N4	Vocabulary
1112	決して		けっして	never	N4	Vocabulary
1113			けれど/けれども	however	N4	Vocabulary
1114	原因		げんいん	cause,source	N4	Vocabulary
1115			けんか・する	to quarrel	N4	Vocabulary
1116	研究		けんきゅう	research	N4	Vocabulary
1117	研究室		けんきゅうしつ	study room,laboratory	N4	Vocabulary
1118	見物		けんぶつ	sightseeing	N4	Vocabulary
1119	子		こ	child	N4	Vocabulary
1120			こう	this way	N4	Vocabulary
1121	郊外		こうがい	outskirts	N4	Vocabulary
1122	講義		こうぎ	lecture	N4	Vocabulary
1123	工業		こうぎょう	the manufacturing industry	N4	Vocabulary
1124	高校		こうこう	high school	N4	Vocabulary
1125	高校生		こうこうせい	high school student	N4	Vocabulary
1126	工場		こうじょう	factory	N4	Vocabulary
1127	校長		こうちょう	headmaster	N4	Vocabulary
1128	交通		こうつう	traffic,transportation	N4	Vocabulary
1129	講堂		こうどう	auditorium	N4	Vocabulary
1130	高等学校		こうとうがっこう	high school	N4	Vocabulary
1131	公務員		こうむいん	government worker	N4	Vocabulary
1132	国際		こくさい	international	N4	Vocabulary
1133	心		こころ	core,heart	N4	Vocabulary
1134	御主人		ごしゅじん	(honorable) your husband	N4	Vocabulary
1135	故障		こしょう・する	to break-down	N4	Vocabulary
1136	ご存じ		ごぞんじ	knowing,acquaintance	N4	Vocabulary
1137	答		こたえ	response	N4	Vocabulary
1138			ごちそう	a feast	N4	Vocabulary
1139			こと	thing,matter	N4	Vocabulary
1140	小鳥		ことり	small bird	N4	Vocabulary
1141			このあいだ	the other day,recently	N4	Vocabulary
1142			このごろ	these days,nowadays	N4	Vocabulary
1143	細かい		こまかい	small, fine	N4	Vocabulary
1144			ごみ	rubbish	N4	Vocabulary
1145	込む		こむ	to be crowded	N4	Vocabulary
1146	米		こめ	uncooked rice	N4	Vocabulary
1147			ごらんになる	(respectful) to see	N4	Vocabulary
1148			これから	after this	N4	Vocabulary
1149	怖い		こわい	frightening	N4	Vocabulary
1150	壊す		こわす	to break	N4	Vocabulary
1151	壊れる		こわれる	to be broken	N4	Vocabulary
1152			コンサート	concert	N4	Vocabulary
1153	今度		こんど	now,next time	N4	Vocabulary
1154			コンピュータ/コンピューター	computer	N4	Vocabulary
1155	今夜		こんや	tonight	N4	Vocabulary
1156	最近		さいきん	latest,nowadays	N4	Vocabulary
1157	最後		さいご	last,end	N4	Vocabulary
1158	最初		さいしょ	beginning,first	N4	Vocabulary
1159	坂		さか	slope,hill	N4	Vocabulary
1160	探す		さがす	to look for	N4	Vocabulary
1161	下る		さがる	to get down,to descend	N4	Vocabulary
1162	盛ん		さかん	popularity,prosperous	N4	Vocabulary
1163	下げる		さげる	to hang,to lower,to move back	N4	Vocabulary
1164	差し上げる		さしあげる	(polite) to give	N4	Vocabulary
1165			さっき	some time ago	N4	Vocabulary
1166	寂しい		さびしい	lonely	N4	Vocabulary
1167	さ来月		さらいげつ	the month after next	N4	Vocabulary
1168	さ来週		さらいしゅう	the week after next	N4	Vocabulary
1169			サラダ	salad	N4	Vocabulary
1170	騒ぐ		さわぐ	to make noise,to be excited	N4	Vocabulary
1171	触る		さわる	to touch	N4	Vocabulary
1172	産業		さんぎょう	industry	N4	Vocabulary
1173			サンダル	sandal	N4	Vocabulary
1174			サンドイッチ	sandwich	N4	Vocabulary
1175	残念		ざんねん	disappointment	N4	Vocabulary
1176	市		し	city	N4	Vocabulary
1177	字		じ	character	N4	Vocabulary
1178	試合		しあい	match,game	N4	Vocabulary
1179	仕方		しかた	method	N4	Vocabulary
1180			しかる	a particular	N4	Vocabulary
1181	試験		しけん	examination	N4	Vocabulary
1182	事故		じこ	accident	N4	Vocabulary
1183	地震		じしん	earthquake	N4	Vocabulary
1184	時代		じだい	era	N4	Vocabulary
1185	下着		したぎ	underwear	N4	Vocabulary
1186	支度		したく・する	to prepare	N4	Vocabulary
1187			しっかり	firmly,steadily	N4	Vocabulary
1188	失敗		しっぱい	failure,mistake	N4	Vocabulary
1189	辞典		じてん	dictionary	N4	Vocabulary
1190	品物		しなもの	goods	N4	Vocabulary
1191			しばらく	little while	N4	Vocabulary
1192	島		しま	island	N4	Vocabulary
1193	市民		しみん	citizen	N4	Vocabulary
1194	事務所		じむしょ	office	N4	Vocabulary
1195	社会		しゃかい	society,public	N4	Vocabulary
1196	社長		しゃちょう	company president	N4	Vocabulary
1197			じゃま	hindrance,intrusion	N4	Vocabulary
1198			ジャム	jam	N4	Vocabulary
1199	自由		じゆう	freedom	N4	Vocabulary
1200	習慣		しゅうかん	custom,manners	N4	Vocabulary
1201	住所		じゅうしょ	an address,a residence	N4	Vocabulary
1202	柔道		じゅうどう	judo	N4	Vocabulary
1203	十分		じゅうぶん	enough	N4	Vocabulary
1204	出席		しゅっせき・する	to attend	N4	Vocabulary
1205	出発		しゅっぱつ・する	to depart	N4	Vocabulary
1206	趣味		しゅみ	hobby	N4	Vocabulary
1207	準備		じゅんび・する	to prepare	N4	Vocabulary
1208	紹介		しょうかい	introduction	N4	Vocabulary
1209	小学校		しょうがっこう	elementary school	N4	Vocabulary
1210	小説		しょうせつ	novel	N4	Vocabulary
1211	招待		しょうたい・する	to invite	N4	Vocabulary
1212	承知		しょうち・する	to consent	N4	Vocabulary
1213	将来		しょうらい	future,prospects	N4	Vocabulary
1214	食事		しょくじ・する	to have a meal	N4	Vocabulary
1215	食料品		しょくりょうひん	groceries	N4	Vocabulary
1216	女性		じょせい	woman	N4	Vocabulary
1217	知らせる		しらせる	to notify	N4	Vocabulary
1218	調べる		しらべる	to investigate	N4	Vocabulary
1219	人口		じんこう	population	N4	Vocabulary
1220	神社		じんじゃ	Shinto shrine	N4	Vocabulary
1221	親切		しんせつ	kindness	N4	Vocabulary
1222	心配		しんぱい・する	to worry	N4	Vocabulary
1223	新聞社		しんぶんしゃ	newspaper company	N4	Vocabulary
1224	水泳		すいえい	swimming	N4	Vocabulary
1225	水道		すいどう	water supply	N4	Vocabulary
1226			ずいぶん	extremely	N4	Vocabulary
1227	数学		すうがく	mathematics,arithmetic	N4	Vocabulary
1228			スーツ	suit	N4	Vocabulary
1229			スーツケース	suitcase	N4	Vocabulary
1230	過ぎる		すぎる	to exceed	N4	Vocabulary
1231			すく	to become empty	N4	Vocabulary
1232			スクリーン	screen	N4	Vocabulary
1233	凄い		すごい	terrific	N4	Vocabulary
1234	進む		すすむ	to make progress	N4	Vocabulary
1235			すっかり	completely	N4	Vocabulary
1236			すっと	straight,all of a sudden	N4	Vocabulary
1237			ステーキ	steak	N4	Vocabulary
1238	捨てる		すてる	to throw away	N4	Vocabulary
1239			ステレオ	stereo	N4	Vocabulary
1240	砂		すな	sand	N4	Vocabulary
1241			すばらしい	wonderful	N4	Vocabulary
1242	滑る		すべる	to slide,to slip	N4	Vocabulary
1243	隅		すみ	corner,nook	N4	Vocabulary
1244	済む		すむ	to finish	N4	Vocabulary
1245			すり	pickpocket	N4	Vocabulary
1246			すると	then	N4	Vocabulary
1247	生活		せいかつ・する	to live	N4	Vocabulary
1248	生産		せいさん・する	to produce	N4	Vocabulary
1249	政治		せいじ	politics,government	N4	Vocabulary
1250	西洋		せいよう	western countries	N4	Vocabulary
1251	世界		せかい	the world	N4	Vocabulary
1252	席		せき	seat	N4	Vocabulary
1253	説明		せつめい	explanation	N4	Vocabulary
1254	背中		せなか	back of the body	N4	Vocabulary
1255			ぜひ	without fail	N4	Vocabulary
1256	世話		せわ・する	to look after	N4	Vocabulary
1257	線		せん	line	N4	Vocabulary
1258			ぜんぜん	not entirely (used in a negative sentence)	N4	Vocabulary
1259	戦争		せんそう	war	N4	Vocabulary
1260	先輩		せんぱい	senior	N4	Vocabulary
1261			そう	really	N4	Vocabulary
1262	相談		そうだん・する	to discuss	N4	Vocabulary
1263	育てる		そだてる	to rear,to bring up	N4	Vocabulary
1264	卒業		そつぎょう	graduation	N4	Vocabulary
1265	祖父		そふ	grandfather	N4	Vocabulary
1266			ソフト	soft	N4	Vocabulary
1267	祖母		そぼ	grandmother	N4	Vocabulary
1268			それで	because of that	N4	Vocabulary
1269			それに	moreover	N4	Vocabulary
1270			それほど	to that extent	N4	Vocabulary
1271			そろそろ	gradually,soon	N4	Vocabulary
1272			そんな	that sort of	N4	Vocabulary
1273			そんなに	so much,like that	N4	Vocabulary
1274	退院		たいいん・する	to leave hospital	N4	Vocabulary
1275	大学生		だいがくせい	university student	N4	Vocabulary
1276	大事		だいじ	important,valuable,serious matter	N4	Vocabulary
1277	大体		だいたい	generally	N4	Vocabulary
1278			たいてい	usually	N4	Vocabulary
1279			タイプ	type,style	N4	Vocabulary
1280	大分		だいぶ	greatly	N4	Vocabulary
1281	台風		たいふう	typhoon	N4	Vocabulary
1282	倒れる		たおれる	to break down	N4	Vocabulary
1283			だから	so,therefore	N4	Vocabulary
1284	確か		たしか	definite	N4	Vocabulary
1285	足す		たす	to add a number	N4	Vocabulary
1286	訪ねる		たずねる	to visit	N4	Vocabulary
1287	尋ねる		たずねる	to ask	N4	Vocabulary
1288	正しい		ただしい	correct	N4	Vocabulary
1289	畳		たたみ	Japanese straw mat	N4	Vocabulary
1290	立てる		たてる	to stand something up	N4	Vocabulary
1291	建てる		たてる	to build	N4	Vocabulary
1292	例えば		たとえば	for example	N4	Vocabulary
1293	棚		たな	shelves	N4	Vocabulary
1294	楽しみ		たのしみ	joy	N4	Vocabulary
1295	楽む		たのしむ	to enjoy oneself	N4	Vocabulary
1296			たまに	occasionally	N4	Vocabulary
1297	為		ため	in order to	N4	Vocabulary
1298			だめ	no good	N4	Vocabulary
1299	足りる		たりる	to be enough	N4	Vocabulary
1300	男性		だんせい	male	N4	Vocabulary
1301	暖房		だんぼう	heating	N4	Vocabulary
1302	血		ち	blood	N4	Vocabulary
1303			チェック・する	to check	N4	Vocabulary
1304	力		ちから	strength,power	N4	Vocabulary
1305			ちっとも	not at all (used with a negative verb)	N4	Vocabulary
1306			ちゃん	suffix for familiar female person	N4	Vocabulary
1307	注意		ちゅうい	caution	N4	Vocabulary
1308	中学校		ちゅうがっこう	junior high school,middle school	N4	Vocabulary
1309	注射		ちゅうしゃ	injection	N4	Vocabulary
1310	駐車場		ちゅうしゃじょう	parking lot	N4	Vocabulary
1311	地理		ちり	geography	N4	Vocabulary
1312	捕まえる		つかまえる	to seize	N4	Vocabulary
1313			つき	moon	N4	Vocabulary
1314	付く		つく	to be attached	N4	Vocabulary
1315	漬ける		つける	to soak,to pickle	N4	Vocabulary
1316	都合		つごう	circumstances,convenience	N4	Vocabulary
1317	伝える		つたえる	to report	N4	Vocabulary
1318	続く		つづく	to be continued	N4	Vocabulary
1319	続ける		つづける	to continue	N4	Vocabulary
1320	包む		つつむ	to wrap	N4	Vocabulary
1321	妻		つま	(humble) wife	N4	Vocabulary
1322			つもり	intention	N4	Vocabulary
1323	釣る		つる	to fish	N4	Vocabulary
1324	連れる		つれる	to lead	N4	Vocabulary
1325	丁寧		ていねい	polite	N4	Vocabulary
1326			テキスト	text,text book	N4	Vocabulary
1327	適当		てきとう	suitability	N4	Vocabulary
1328			できるだけ	as much as possible	N4	Vocabulary
1329	手伝う		てつだう	to assist	N4	Vocabulary
1330			テニス	tennis	N4	Vocabulary
1331	手袋		てぶくろ	glove	N4	Vocabulary
1332	寺		てら	temple	N4	Vocabulary
1333	点		てん	point,dot	N4	Vocabulary
1334	店員		てんいん	shop assistant	N4	Vocabulary
1335	天気予報		てんきよほう	weather forecast	N4	Vocabulary
1336	電灯		でんとう	electric light	N4	Vocabulary
1337	電報		でんぽう	telegram	N4	Vocabulary
1338	展覧会		てんらんかい	exhibition	N4	Vocabulary
1339	都		と	metropolitan	N4	Vocabulary
1340	道具		どうぐ	tool,means	N4	Vocabulary
1341			とうとう	finally, after all	N4	Vocabulary
1342	動物園		どうぶつえん	zoo	N4	Vocabulary
1343	遠く		とおく	distant	N4	Vocabulary
1344	通る		とおる	to go through	N4	Vocabulary
1345	特に		とくに	particularly,especially	N4	Vocabulary
1346	特別		とくべつ	special	N4	Vocabulary
1347			とこや	barber	N4	Vocabulary
1348	途中		とちゅう	on the way	N4	Vocabulary
1349	特急		とっきゅう	limited express train (faster than an express train)	N4	Vocabulary
1350	届ける		とどける	to reach	N4	Vocabulary
1351	泊まる		とまる	to lodge at	N4	Vocabulary
1352	止める		とめる	to stop something	N4	Vocabulary
1353	取り替える		とりかえる	to exchange	N4	Vocabulary
1354	泥棒		どろぼう	thief	N4	Vocabulary
1355			どんどん	more and more	N4	Vocabulary
1356	直す		なおす	to fix,to repair	N4	Vocabulary
1357	直る		なおる	to be fixed,to be repaired	N4	Vocabulary
1358	治る		なおる	to be cured,to heal	N4	Vocabulary
1359	中々		なかなか	considerably	N4	Vocabulary
1360	泣く		なく	to weep	N4	Vocabulary
1361	無くなる		なくなる	to disappear,to get lost	N4	Vocabulary
1362	亡くなる		なくなる	to die	N4	Vocabulary
1363	投げる		なげる	to throw or cast away	N4	Vocabulary
1364			なさる	(respectful) to do	N4	Vocabulary
1365	鳴る		なる	to sound	N4	Vocabulary
1366			なるべく	as much as possible	N4	Vocabulary
1367			なるほど	now I understand	N4	Vocabulary
1368	慣れる		なれる	to grow accustomed to	N4	Vocabulary
1369			におい	a smell	N4	Vocabulary
1370	苦い		にがい	bitter	N4	Vocabulary
1371	二階建て		にかいだて	two storied	N4	Vocabulary
1372	逃げる		にげる	to escape	N4	Vocabulary
1373	日記		にっき	journal	N4	Vocabulary
1374	入院		にゅういん・する	to hospitalise	N4	Vocabulary
1375	入学		にゅうがく・する	to enter school or university	N4	Vocabulary
1376	似る		にる	to be similar	N4	Vocabulary
1377	人形		にんぎょう	doll, figure	N4	Vocabulary
1378	盗む		ぬすむ	to steal	N4	Vocabulary
1379	塗る		ぬる	to paint,to plaster	N4	Vocabulary
1380			ぬれる	to get wet	N4	Vocabulary
1381			ねだん	price	N4	Vocabulary
1382	熱		ねつ	fever	N4	Vocabulary
1383			ねっしん	enthusiasm	N4	Vocabulary
1384	寝坊		ねぼう	sleeping in late	N4	Vocabulary
1385	眠い		ねむい	sleepy	N4	Vocabulary
1386	眠る		ねむる	to sleep	N4	Vocabulary
1387	残る		のこる	to remain	N4	Vocabulary
1388			のど	throat	N4	Vocabulary
1389	乗り換える		のりかえる	to change between buses or trains	N4	Vocabulary
1390	乗り物		のりもの	vehicle	N4	Vocabulary
1391	葉		は	leaf	N4	Vocabulary
1392	場合		ばあい	situation	N4	Vocabulary
1393			パート	part time	N4	Vocabulary
1394	倍		ばい	double	N4	Vocabulary
1395	拝見		はいけん・する	(humble) to look at	N4	Vocabulary
1396	歯医者		はいしゃ	dentist	N4	Vocabulary
1397	運ぶ		はこぶ	to transport	N4	Vocabulary
1398	始める		はじめる	to begin	N4	Vocabulary
1399	場所		ばしょ	location	N4	Vocabulary
1400			はず	it should be so	N4	Vocabulary
1401	恥ずかしい		はずかしい	embarrassed	N4	Vocabulary
1402			パソコン	personal computer	N4	Vocabulary
1403	発音		はつおん	pronunciation	N4	Vocabulary
1404			はっきり	clearly	N4	Vocabulary
1405	花見		はなみ	cherry-blossom viewing	N4	Vocabulary
1406	林		はやし	woods,forester	N4	Vocabulary
1407	払う		はらう	to pay	N4	Vocabulary
1408	番組		ばんぐみ	television or radio program	N4	Vocabulary
1409	反対		はんたい	opposition	N4	Vocabulary
1410			ハンドバッグ	handbag　	N4	Vocabulary
1411	日		ひ	day, sun	N4	Vocabulary
1412	火		ひ	fire	N4	Vocabulary
1413			ピアノ	piano	N4	Vocabulary
1414	冷える		ひえる	to grow cold	N4	Vocabulary
1415	光		ひかり	light	N4	Vocabulary
1416	光る		ひかる	to shine,to glitter	N4	Vocabulary
1417	引き出し		ひきだし	drawer,drawing out	N4	Vocabulary
1418	引き出す		ひきだす	to withdraw	N4	Vocabulary
1419			ひげ	beard	N4	Vocabulary
1420	飛行場		ひこうじょう	airport	N4	Vocabulary
1421	久しぶり		ひさしぶり	after a long time	N4	Vocabulary
1422	美術館		びじゅつかん	art gallery	N4	Vocabulary
1423	非常に		ひじょうに	extremely	N4	Vocabulary
1424			びっくり・する	to be surprised	N4	Vocabulary
1425	引っ越す		ひっこす	to move house	N4	Vocabulary
1426	必要		ひつよう	necessary	N4	Vocabulary
1427			ひどい	awful	N4	Vocabulary
1428	開く		ひらく	to open an event	N4	Vocabulary
1429			ビル	building or bill	N4	Vocabulary
1430	昼間		ひるま	daytime,during the day	N4	Vocabulary
1431	昼休み		ひるやすみ	noon break	N4	Vocabulary
1432	拾う		ひろう	to pick up,to gather	N4	Vocabulary
1433			ファックス	fax	N4	Vocabulary
1434	増える		ふえる	to increase	N4	Vocabulary
1435	深い		ふかい	deep	N4	Vocabulary
1436	複雑		ふくざつ	complexity,complication	N4	Vocabulary
1437	復習		ふくしゅう	revision	N4	Vocabulary
1438	部長		ぶちょう	head of a section	N4	Vocabulary
1439	普通		ふつう	usually, or a train that stops at every station	N4	Vocabulary
1440			ぶどう	grapes	N4	Vocabulary
1441	太る		ふとる	to become fat	N4	Vocabulary
1442	布団		ふとん	Japanese bedding, futon	N4	Vocabulary
1443	舟		ふね	ship	N4	Vocabulary
1444	不便		ふべん	inconvenience	N4	Vocabulary
1445	踏む		ふむ	to step on	N4	Vocabulary
1446	降り出す		ふりだす	to start to rain	N4	Vocabulary
1447			プレゼント	present	N4	Vocabulary
1448	文化		ぶんか	culture	N4	Vocabulary
1449	文学		ぶんがく	literature	N4	Vocabulary
1450	文法		ぶんぽう	grammar	N4	Vocabulary
1451	別		べつ	different	N4	Vocabulary
1452			ベル	bell	N4	Vocabulary
1453	変		へん	strange	N4	Vocabulary
1454	返事		へんじ	reply	N4	Vocabulary
1455	貿易		ぼうえき	trade	N4	Vocabulary
1456	放送		ほうそう・する	to broadcast	N4	Vocabulary
1457	法律		ほうりつ	law	N4	Vocabulary
1458	僕		ぼく	I (used by males)	N4	Vocabulary
1459	星		ほし	star	N4	Vocabulary
1460			ほど	extent	N4	Vocabulary
1461			ほとんど	mostly	N4	Vocabulary
1462			ほめる	to praise	N4	Vocabulary
1463	翻訳		ほんやく	translation	N4	Vocabulary
1464	参る		まいる	(humble) to go,to come	N4	Vocabulary
1465	負ける		まける	to lose	N4	Vocabulary
1466			まじめ	serious	N4	Vocabulary
1467			まず	first of all	N4	Vocabulary
1468			または	or,otherwise	N4	Vocabulary
1469	間違える		まちがえる	to make a mistake	N4	Vocabulary
1470	間に合う		まにあう	to be in time for	N4	Vocabulary
1471	周り		まわり	surroundings	N4	Vocabulary
1472	回る		まわる	to go around	N4	Vocabulary
1473	漫画		まんが	comic	N4	Vocabulary
1474	真中		まんなか	middle	N4	Vocabulary
1475	見える		みえる	to be in sight	N4	Vocabulary
1476	湖		みずうみ	lake	N4	Vocabulary
1477	味噌		みそ	bean paste	N4	Vocabulary
1478	見つかる		みつかる	to be discovered	N4	Vocabulary
1479	見つける		みつける	to discover	N4	Vocabulary
1480	皆		みな	everybody	N4	Vocabulary
1481	港		みなと	harbour	N4	Vocabulary
1482	向かう		むかう	to face	N4	Vocabulary
1483	迎える		むかえる	to go out to meet	N4	Vocabulary
1484	昔		むかし	olden days, former	N4	Vocabulary
1485	虫		むし	insect	N4	Vocabulary
1486	息子		むすこ	(humble) son	N4	Vocabulary
1487	娘		むすめ	(humble) daughter	N4	Vocabulary
1488	無理		むり	impossible	N4	Vocabulary
1489	召し上がる		めしあがる	(polite) to eat	N4	Vocabulary
1490	珍しい		めずらしい	rare	N4	Vocabulary
1491	申し上げる		もうしあげる	(humble) to say,to tell	N4	Vocabulary
1492	申す		もうす	(humble) to be called,to say	N4	Vocabulary
1493			もうすぐ	soon	N4	Vocabulary
1494			もし	if	N4	Vocabulary
1495			もちろん	of course	N4	Vocabulary
1496			もっとも	extremely	N4	Vocabulary
1497	戻る		もどる	to turn back	N4	Vocabulary
1498	木綿		もめん	cotton	N4	Vocabulary
1499			もらう	to receive	N4	Vocabulary
1500	森		もり	forest	N4	Vocabulary
1501	焼く		やく	to bake,to grill	N4	Vocabulary
1502	約束		やくそく	promise	N4	Vocabulary
1503	役に立つ		やくにたつ	to be helpful	N4	Vocabulary
1504	焼ける		やける	to burn,to be roasted	N4	Vocabulary
1505	優しい		やさしい	kind	N4	Vocabulary
1506	痩せる		やせる	to become thin	N4	Vocabulary
1507			やっと	at last	N4	Vocabulary
1508			やはり/やっぱり	as I thought,absolutely	N4	Vocabulary
1509	止む		やむ	to stop	N4	Vocabulary
1510	止める		やめる	to stop	N4	Vocabulary
1511	柔らかい		やわらかい	soft	N4	Vocabulary
1512	湯		ゆ	hot water	N4	Vocabulary
1513	輸出		ゆしゅつ・する	to export	N4	Vocabulary
1514	輸入		ゆにゅう・する	to import	N4	Vocabulary
1515	指		ゆび	finger	N4	Vocabulary
1516	指輪		ゆびわ	finger ring	N4	Vocabulary
1517	夢		ゆめ	dream	N4	Vocabulary
1518	揺れる		ゆれる	to shake,to sway	N4	Vocabulary
1519	用		よう	use	N4	Vocabulary
1520	用意		ようい	preparation	N4	Vocabulary
1521	用事		ようじ	things to do	N4	Vocabulary
1522	汚れる		よごれる	to get dirty	N4	Vocabulary
1523	予習		よしゅう	preparation for a lesson	N4	Vocabulary
1524	予定		よてい	arrangement	N4	Vocabulary
1525	予約		よやく	reservation	N4	Vocabulary
1526	寄る		よる	to visit	N4	Vocabulary
1527	喜ぶ		よろこぶ	to be delighted	N4	Vocabulary
1528			よろしい	(respectful) OK,all right	N4	Vocabulary
1529	理由		りゆう	reason	N4	Vocabulary
1530	利用		りよう	utilization	N4	Vocabulary
1531	両方		りょうほう	both sides	N4	Vocabulary
1532	旅館		りょかん	Japanese hotel	N4	Vocabulary
1533	留守		るす	absence	N4	Vocabulary
1534	冷房		れいぼう	air conditioning	N4	Vocabulary
1535	歴史		れきし	history	N4	Vocabulary
1536			レジ	register	N4	Vocabulary
1537			レポート/リポート	report	N4	Vocabulary
1538	連絡		れんらく	contact	N4	Vocabulary
1539			ワープロ	word processor	N4	Vocabulary
1540	沸かす		わかす	to boil,to heat	N4	Vocabulary
1541	別れる		わかれる	to separate	N4	Vocabulary
1542	沸く		わく	to boil, to grow hot,to get excited	N4	Vocabulary
1543	訳		わけ	meaning,reason	N4	Vocabulary
1544	忘れ物		わすれもの	lost article	N4	Vocabulary
1545	笑う		わらう	to laugh,to smile	N4	Vocabulary
1546	割合		わりあい	rate,ratio,percentage	N4	Vocabulary
1547	割れる		われる	to break	N4	Vocabulary
1548	泳ぎ方		およぎかた	way of swimming	N4	Vocabulary
1549	政	セイ ショウ マ	まつりごと	politics, government	N3	Kanji
1550	議			deliberation, consultation, debate, consideration	N3	Kanji
1551	民	ミン タ		people, nation, subjects	N3	Kanji
1552	連	レン -ヅ.	つら.なる つら.ねる つ.れる	take along, lead, join, connect, party, gang, clique	N3	Kanji
1553	対	タイ ツイ ムカ.	あいて こた.える そろ.い つれあ.い なら.ぶ	vis-a-vis, opposite, even, equal, versus, anti-, compare	N3	Kanji
1554	部	ブ -		section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine	N3	Kanji
1555	合	ゴウ ガッ カッ -ア.ワセ	あ.う -あ.う あ.い あい- -あ.い -あい あ.わす あ.わせる	fit, suit, join, 0.1	N3	Kanji
1556	市	シ イ		market, city, town	N3	Kanji
1557	内	ナイ ダイ ウ		inside, within, between, among, house, home	N3	Kanji
1558	相	ソウ ショウ	あい	inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy	N3	Kanji
1559	定	テイ ジョウ サダ.	さだ.める さだ.まる	determine, fix, establish, decide	N3	Kanji
1560	回	カイ エ	まわ.る -まわ.る -まわ.り まわ.す -まわ.す まわ.し- -まわ.し もとお.る か.える	-times, round, game, revolve, counter for occurrences	N3	Kanji
1561	選	セン	えら.ぶ	elect, select, choose, prefer	N3	Kanji
1562	米	ベイ マイ メエトル ヨ	こめ	rice, USA, metre	N3	Kanji
1563	実	ジツ シツ ミチ.	み みの.る まこと まことに みの	reality, truth	N3	Kanji
1564	関	カン	せき -ぜき かか.わる からくり かんぬき	connection, barrier, gateway, involve, concerning	N3	Kanji
1565	決	ケツ	き.める -ぎ.め き.まる さ.く	decide, fix, agree upon, appoint	N3	Kanji
1566	全	ゼン スベ.	まった.く	whole, entire, all, complete, fulfill	N3	Kanji
1567	表	ヒョウ	おもて -おもて あらわ.す あらわ.れる あら.わす	surface, table, chart, diagram	N3	Kanji
1568	戦	セン ワナナ.	いくさ たたか.う おのの.く そよぐ	war, battle, match	N3	Kanji
1569	経	ケイ キョウ ノ	へ.る た.つ たていと はか.る	sutra, longitude, pass thru, expire, warp	N3	Kanji
1570	最	サイ シュ ツ	もっと.も	utmost, most, extreme	N3	Kanji
1571	現	ゲン アラワ.	あらわ.れる	present, existing, actual	N3	Kanji
1572	調	チョウ トトノ.エ	しら.べる しら.べ ととの.う	tune, tone, meter, key (music), writing style, prepare, exorcise, investigate	N3	Kanji
1573	化	カ ケ	ば.ける ば.かす ふ.ける け.する	change, take the form of, influence, enchant, delude, -ization	N3	Kanji
1574	当	トウ マサ.ニベ	あ.たる あ.たり あ.てる あ.て まさ.に	hit, right, appropriate, himself	N3	Kanji
1575	約	ヤク		promise, approximately, shrink	N3	Kanji
1576	首	シュ ク		neck	N3	Kanji
1577	法	ホウ ハッ ホッ フラン ノ		method, law, rule, principle, model, system	N3	Kanji
1578	性	セイ ショウ	さが	sex, gender, nature	N3	Kanji
1579	要	ヨウ イ.		need, main point, essence, pivot, key to	N3	Kanji
1580	制	セイ		system, law, rule	N3	Kanji
1581	治	ジ チ ナオ.	おさ.める おさ.まる なお.る	reign, be at peace, calm down, subdue, quell, govt, cure, heal, rule, conserve	N3	Kanji
1582	務	ム ツト.メ		task, duties	N3	Kanji
1583	成	セイ ジョウ -ナ.	な.る な.す	turn into, become, get, grow, elapse, reach	N3	Kanji
1584	期	キ ゴ		period, time, date, term	N3	Kanji
1585	取	シュ -ド.	と.る と.り と.り- とり	take, fetch, take up	N3	Kanji
